"idtournament","name","town","long_name","date_start","date_end","tour_count","tour_questions","tour_ques_per_tour","questions_total","type_name","main_payment_value","discounted_payment_value","discounted_payment_reason","date_requests_allowed_to","comment","site_url","main_payment_currency","discounted_payment_currency"
"3236","Десятый блин","Великий Новгород","Открытый Фестиваль интеллектуальных игр ""Десятый блин""","2015-05-23 13:00:00","2015-05-24 16:00:00","6","12","","72","Обычный","2500","0","","","","",NA,NA
"4833","Беларускае люстэрка. Дзень другi.","","Беларускае люстэрка - зеркало чемпионата Беларуси-2018. День второй.","2018-03-30 19:00:00","2018-04-03 19:00:00","3","12","","36","Синхрон","6","0","Школьные команды.","2018-04-03","","",NA,NA
"4329","Кубок городов","","Международный синхронный турнир ""Кубок городов 2018"" ","2018-03-30 12:00:00","2018-04-02 20:00:00","4","12","","48","Синхрон","0",NA,"","2018-03-29","","http://kubgor.chgk.info/2018",NA,NA
"4671","17/03: Король vs Мерзляков","","Синхронный турнир по спортивному «Что? Где? Когда?» «17/03: Король vs Мерзляков»","2018-03-17 17:03:00","2018-03-21 17:03:00","3","12","","36","Синхрон","6",NA,"","2018-03-20","","",NA,NA
"4569","Умами","","Международный синхронный турнир ""Умами""","2018-03-09 19:00:00","2018-03-13 19:00:00","3","12","","36","Синхрон","7","3.5","для студенческих команд, школьные команды играют бесплатно ","2018-03-11","","",NA,NA
"4760","Весна в ЛЭТИ","Санкт-Петербург","""XVI международный фестиваль по интеллектуальным играм ""Весна в ЛЭТИ-2018""","2018-03-10 13:00:00","2018-03-11 18:00:00","5","15","","75","Обычный","2500",NA,"","","","https://vvl.eltech.ru/",NA,NA
"4334","Балтийский Берег. 4 игра","","Международный синхронный турнир Балтийский Берег - 2017/2018 - 4 игра ","2018-03-02 19:05:00","2018-03-06 19:00:00","3","12","","36","Синхрон","2.5","0","Если на площадке играет менее 4 команд - 3 EUR с команды за игру. Для студенческих команд - 1 EUR с команды за игру. Для школьных команд - бесплатно. Максимальная плата с игровой площадки за все пять игр Турнира - 275 EUR. ","2018-03-05","","http://www.znatoki.lv/portal/?cat=4",NA,NA
"4726","Синхрон Первенства Сибири","","Синхронный турнир XVII Первенства Сибири по интеллектуальным играм","2018-02-24 00:00:00","2018-02-28 00:00:00","3","12","","36","Синхрон","350","250","студентам. Школьники играют бесплатно.","2018-02-27","","http://nado-nsk.ru/persib/2018",NA,NA
"4413","Синхрон-lite. Выпуск XII","","Синхрон-lite. Выпуск XII","2018-02-23 18:45:00","2018-02-27 18:45:00","3","12","","36","Синхрон","4","0","молодежные и школьные команды","2018-02-26","","https://chgk-is.livejournal.com/",NA,NA
"4546","Два-Славянка","","Зеркало второго игрового дня V международного турнира по интеллектуальным играм ""Славянка""","2018-02-16 19:00:00","2018-02-20 19:00:00","3","12","","36","Синхрон","6","0","Школьная команда","2018-02-19","","",NA,NA
"4706","Синхронный кубок Хайфы","","""14-й Синхронный кубок Хайфы"" 2018","2018-02-09 19:00:00","2018-02-13 19:00:00","3","15","","45","Синхрон","8",NA,"","2018-02-12","","",NA,NA
"4375","Синхрон Моносова","","Синхрон Моносова","2018-02-02 19:00:00","2018-02-06 19:00:00","3","15","13;13;14","40","Синхрон","8",NA,"","2018-02-05","","",NA,NA
"3963","Февральские окна","","III Международный синхронный турнир ""Февральские окна-2018"" ","2018-01-26 14:00:00","2018-01-30 14:00:00","3","12","","36","Синхрон","4",NA,"","2018-01-27","","",NA,NA
"4673","Предзимье","","Синхронный турнир по игре ""Что? Где? Когда?"" ""Предзимье""","2018-01-19 19:00:00","2018-01-23 19:00:00","3","15","","45","Синхрон","8",NA,"","2018-01-23","","",NA,NA
"4595","Кубок Жёлтой Собаки","","Синхронный турнир ""Кубок Жёлтой Собаки""","2018-01-12 19:30:00","2018-01-16 19:30:00","3","13","","39","Синхрон","6",NA,"","2018-01-16","","",NA,NA
"4484","Зимний Синхронный Умлаут",""," Международный синхронный турнир ""Зимний Синхронный Умлаут 2018"" ","2018-01-12 19:00:00","2018-01-16 19:00:00","3","12","","36","Синхрон","4","2","Студенческая команда (все игроки не старше 24 лет и учатся в ВУЗах). ","2018-01-15","","http://umlaut-muenchen.de/%D1%81%D0%B8%D0%BD%D1%85%D1%80%D0%BE%D0%BD.html",NA,NA
"4501","Синхрон северных стран. Зимний выпуск","","IV международный синхронный турнир «Синхрон северных стран. Зимний выпуск» (Стокгольмский синхрон)","2018-01-05 19:00:00","2018-01-09 19:00:00","3","12","","36","Синхрон","4",NA,"","2018-01-09","","http://vk.com/nordicsync",NA,NA
"4349","Синхрон-lite. Выпуск XI","","Синхрон-lite. Выпуск XI","2017-12-22 18:45:00","2017-12-26 18:45:00","3","12","","36","Синхрон","4","0","школьные и молодёжные команды","2017-12-26","","",NA,NA
"4500","Выборгский синхрон","","Зеркало 6-ого Чемпионата г. Выборга по игре ""Что? Где? Когда?"" ","2017-12-08 18:00:00","2017-12-12 18:00:00","3","12","","36","Синхрон","300",NA,"","2017-12-12","","",NA,NA
"4328","Открытый Кубок России","","Открытый Кубок России 2017","2017-12-08 18:05:00","2017-12-11 19:00:00","4","12","","48","Синхрон","3","0","Школьная команда","2017-12-08","","http://okr.chgk.info/2017/",NA,NA
"4663","Открытый синхронный кубок Беларуси","","Открытый синхронный кубок Беларуси","2017-12-01 19:00:00","2017-12-05 19:00:00","3","12","","36","Синхрон","6","3","Студенты. Школьники играют бесплатно.","2017-12-05","","",NA,NA
"4332","Балтийский Берег. 2 игра","","Международный синхронный турнир Балтийский Берег - 2017/2018 - 2 игра ","2017-12-01 19:05:00","2017-12-05 19:00:00","3","12","","36","Синхрон","2.5","0"," Если на площадке играет менее 4 команд - 3 EUR с команды за игру. Для студенческих команд - 1 EUR с команды за игру. Для школьных команд - бесплатно. Максимальная плата с игровой площадки за все пять игр Турнира - 275 EUR. ","2017-12-04","","http://www.znatoki.lv/portal/?cat=4",NA,NA
"4602","Зеркало чемпионатов городов","","Зеркало чемпионата Перми и Пермского края, чемпионата Удмуртии, Регулярного чемпионата МГУ","2017-11-24 19:00:00","2017-11-28 19:00:00","3","12","","36","Синхрон","6",NA,"","2017-11-28","","",NA,NA
"4680","Чемпионат Санкт-Петербурга. Первая лига","Санкт-Петербург","XIX чемпионат Санкт-Петербурга. Сезон 2017/2018. Первая лига","2017-10-29 11:00:00","2017-11-19 14:00:00","10","15","","150","Обычный","1800",NA,"","","","",NA,NA
"4200","Топ-1000","","Топ-1000","2017-11-03 19:00:00","2017-11-07 19:00:00","3","12","","36","Синхрон","6","0","для школьных команд","2017-11-08","","",NA,NA
"4418","Кубок Хэллоуина","","VIlI международный синхронный турнир Кубок Хэллоуина-2017","2017-10-27 18:00:00","2017-10-31 18:00:00","3","13","","39","Синхрон","7",NA,"","2017-10-31","","",NA,NA
"4562","Кубок попкорна","","II международный синхронный турнир «Кубок попкорна»","2017-10-20 19:00:00","2017-10-24 19:00:00","3","15","","45","Синхрон","330",NA,"","2017-10-24","","https://vk.com/kinochgk",NA,NA
"4331","Балтийский Берег. 1 игра","","Международный синхронный турнир Балтийский Берег - 2017/2018 - 1 игра ","2017-10-20 19:05:00","2017-10-24 19:00:00","3","12","","36","Синхрон","2.5","0","Если на площадке играет менее 4 команд - 3 EUR с команды за игру. Для студенческих команд - 1 EUR с команды за игру. Для школьных команд - бесплатно. Максимальная плата с игровой площадки за все пять игр Турнира - 275 EUR.  ","2017-10-23","","http://www.znatoki.lv/portal/?cat=4",NA,NA
"4365","ОВСЧ. 2 этап","","XV Открытый всероссийский синхронный чемпионат. 2 этап","2017-10-13 20:00:00","2017-10-17 20:00:00","3","12","","36","Синхрон","3","0","площадки, впервые участвующие в Открытом всероссийском синхронном чемпионате. ","2017-10-11","Удалены результаты команды ""Бурундуки"" (Усть-Илимск) в связи с недостоверностью результатов","http://ovsch.livejournal.com",NA,NA
"4150","Играй для Жизни","","Благотворительный синхронный турнир ""Играй для Жизни""","2017-09-29 19:00:00","2017-10-03 19:00:00","3","12","","36","Синхрон","0",NA,"","2017-10-02","В соответствии с решением дисциплинарной комиссия МАК от 22.10.2017 (3) удалены результаты команды ""Гарпастум"" (Казань), занимавшей 42 место (23 верных ответа)","",NA,NA
"4480","Кубок равноденствия","","Синхронный турнир ""Кубок равноденствия""","2017-09-22 20:00:00","2017-09-26 20:00:00","3","12","","36","Синхрон","6",NA,"","2017-09-25","","",NA,NA
"4012","Синхрон северных стран","","III международный синхронный турнир ""Синхрон северных стран"" (Стокгольмский синхрон)","2017-08-25 19:00:00","2017-08-29 19:00:00","4","10","","40","Синхрон","5",NA,"","2017-08-29","","https://vk.com/nordicsync",NA,NA
"4434","Зеркало Янтарной Совы","","Международный синхронный турнир Зеркало ""Янтарной Совы 2017""","2017-08-18 19:00:00","2017-08-22 19:00:00","3","15","","45","Синхрон","7","0","школьники","2017-08-22","","",NA,NA
"4414","Термидор","","Синхронный турнир ""Термидор""","2017-08-11 20:00:00","2017-08-15 20:00:00","3","12","","36","Синхрон","6",NA,"","2017-08-14","","",NA,NA
"4066","Первенство Правого Полушария","","Первенство Правого Полушария XV","2017-08-11 19:00:00","2017-08-15 19:00:00","3","12","","36","Синхрон","300","150","http://ru-chgk.livejournal.com/2371520.html","2017-08-13","","http://rating.chgk.info",NA,NA
"4373","Зеркало Кубка княгини Ольги","","Зеркало Кубка княгини Ольги","2017-08-04 18:00:00","2017-08-08 18:00:00","3","12","","36","Синхрон","4","0","Школьная команда","2017-08-07","","",NA,NA
"4442","Кинешемская гладь","","Кинешемская гладь","2017-07-28 20:00:00","2017-08-01 20:00:00","3","12","","36","Синхрон","5",NA,"","2017-07-31","","",NA,NA
"4428","Синхрон Чемпионата мира среди любителей","","Синхрон Чемпионата мира среди любителей","2017-07-28 19:00:00","2017-08-01 19:00:00","3","12","","36","Синхрон","8",NA,"","2017-08-01","","",NA,NA
"4448","Помогай с умом - Зеркало ЧМОКа","","Благотворительный синхронный турнир ""Помогай с умом"" - зеркало Пятого Открытого Кубка Черного моря ","2017-07-28 18:00:00","2017-08-01 15:00:00","3","12","","36","Синхрон","5",NA,"","2017-07-31","","",NA,NA
"4272","Экватор","","Международный синхронный турнир ""Экватор""","2017-07-14 20:00:00","2017-07-18 20:00:00","3","12","","36","Синхрон","6",NA,"","2017-07-17","","",NA,NA
"4391","Синхрон Пущинских далей","","Синхрон Пущинских далей","2017-07-14 18:45:00","2017-07-18 18:45:00","3","14","","42","Синхрон","6","4","молодежные команды.","2017-07-16","","",NA,NA
"4342","Кубок Ичеришехер. Третий этап.","","V международный синхронный турнир ""Кубок Ичеришехер. Третий Этап"" .","2017-06-09 18:00:00","2017-06-13 18:00:00","3","12","","36","Синхрон","0",NA,"","2017-06-12","","http://icherisheher.livejournal.com/10961.html",NA,NA
"4402","Другой синхрон","","Другой синхрон- 2017","2017-06-09 14:00:00","2017-06-12 14:00:00","3","12","","36","Синхрон","8",NA,"","2017-06-10","","",NA,NA
"4291","Серия Premier. Дверь в лето","","Серия Premier. Дверь в лето – 2017","2017-06-02 19:00:00","2017-06-06 19:00:00","3","12","","36","Синхрон","7",NA,"","2017-06-04","","",NA,NA
"3664","Синхрон Трефиловых / X-Com Files","","Международный синхронный турнир ""Синхрон Трефиловых / X-Com Files""","2017-05-26 19:00:00","2017-05-30 19:00:00","4","10","","40","Синхрон","330","0","Школьные команды","2017-05-29","","",NA,NA
"4126","Топ-1000","","Топ-1000","2017-05-19 19:00:00","2017-05-23 19:00:00","3","12","","36","Синхрон","6","0","для школьных команд","2017-05-11","","",NA,NA
"4319","Синхронный Кубок Серпухова","","Международный турнир ""Синхронный Кубок Серпухова""","2017-04-28 19:00:00","2017-05-02 19:00:00","3","12","","36","Синхрон","3",NA,"","2017-05-02","","",NA,NA
"4223","Знатокиада. Эпиграф","","Эпиграф Знатокиады 2017 в Эстонии","2017-04-14 19:00:00","2017-04-18 19:00:00","3","15","","45","Синхрон","8",NA,"","2017-04-17","","",NA,NA
"4029","Мстители: Монос Аарона","","Мстители: Монос Аарона","2017-04-14 19:00:00","2017-04-18 19:00:00","3","12","","36","Синхрон","8","0","для школьных команд","2017-04-17","","",NA,NA
"3896","Кубок городов","","Международный синхронный турнир ""Кубок городов 2017""","2017-03-31 10:00:00","2017-04-03 21:00:00","3","12","","36","Синхрон","0",NA,"","2017-03-31","","http://kubgor.chgk.info",NA,NA
"4227","Помогай с умом!","Санкт-Петербург","Благотворительный очный турнир ""Помогай с умом!""","2017-03-29 19:30:00","2017-03-29 22:00:00","3","12","","36","Обычный","900",NA,"","","","",NA,NA
"4167","Турнирум","","Международный рейтинговый синхронный турнир ""Турнирум: Проба пятая""  ","2017-03-24 19:00:00","2017-03-28 19:00:00","3","15","","45","Синхрон","8",NA,"","2017-03-25","","http://tournirum.livejournal.com/",NA,NA
"3909","Киевские кручи. Март","","Международный синхронный турнир ""Киевские кручи. Март""","2017-03-24 18:45:00","2017-03-28 18:45:00","3","14","","42","Синхрон","8","4","с молодежных команд. Школьные команды играют бесплатно","2017-03-24","","http://kiev-kru-chgk.livejournal.com/",NA,NA
"4245","Синхрон Мишеля Матвеева","","Синхрон Мишеля Матвеева - юбилей","2017-03-18 10:00:00","2017-03-22 10:00:00","3","15","14;13;13","40","Синхрон","7",NA,"","2017-03-21","","",NA,NA
"4165","Антибинго","","Антибинго","2017-03-17 18:30:00","2017-03-21 18:30:00","3","12","","36","Синхрон","7",NA,"","2017-03-20","","",NA,NA
"4116","Умами","","Международный синхронный турнир ""Умами""","2017-03-10 19:00:00","2017-03-14 19:00:00","3","12","","36","Синхрон","6","3","для студенческих команд, школьные команды играют бесплатно","2017-03-10","","",NA,NA
"4187","Кубок Ичеришехер. Второй этап.","","V международный синхронный турнир ""Кубок Ичеришехер. Второй этап.""","2017-03-10 18:00:00","2017-03-14 18:00:00","3","12","","36","Синхрон","0",NA,"","2017-03-09","","http://icherisheher.livejournal.com/",NA,NA
"3871","ОВСЧ. 6 этап","","XIV Открытый всероссийский синхронный чемпионат. Сезон 2016/2017. 6 этап","2017-03-03 20:00:00","2017-03-07 20:00:00","3","12","","36","Синхрон","3","0","команды площадок, впервые принимающих участие в Открытом всероссийском синхронном чемпионате","2017-03-01","","http://ovsch.livejournal.com/",NA,NA
"4199","Букет Молдавии","","Синхронный турнир ""Букет Молдавии""","2017-03-03 19:00:00","2017-03-07 19:00:00","3","12","","36","Синхрон","240",NA,"","2017-03-07","","",NA,NA
"3931","Серия Гран-при. 5 этап","","Серия Гран-при 2016/17. 5 этап (также известный как Гран-при Украины)","2017-02-24 20:00:00","2017-02-28 20:00:00","3","15","","45","Синхрон","8",NA,"","2017-02-24","","",NA,NA
"4092","Синхронный кубок Хайфы","","""13-й Синхронный Кубок Хайфы"" 2017","2017-02-17 19:00:00","2017-02-21 19:00:00","3","15","","45","Синхрон","8",NA,"","2017-02-20","","",NA,NA
"3971","Синхрон-lite. Выпуск VI","","Синхрон-lite. Выпуск VI","2017-02-17 18:45:00","2017-02-21 18:45:00","3","12","","36","Синхрон","4","0","школьные команды ","2017-02-22","","",NA,NA
"4103","Зеркало Архимеда","","Международный синхронный турнир ""Зеркало Архимеда 2017""","2017-02-03 19:00:00","2017-02-07 19:00:00","3","12","","36","Синхрон","6","4","Студенческая команда","2017-02-06","","",NA,NA
"3720","Синхрон Моносова","","Синхрон Моносова","2017-02-03 19:00:00","2017-02-07 19:00:00","3","13","","39","Синхрон","8",NA,"","2017-02-05","","",NA,NA
"3917","День Андрея","","Международный синхронный турнир ""День Андрея""","2017-01-27 20:00:00","2017-01-31 20:00:00","3","13","","39","Синхрон","6","5","Наличие в команде хотя бы одного человека по имени Андрей.","2017-01-31","","",NA,NA
"3777","Балтийский берег. 3 игра","","Международный синхронный турнир Балтийский Берег - 2016/2017 - 3 игра","2017-01-27 19:05:00","2017-01-31 19:00:00","3","12","","36","Синхрон","2",NA,"","2017-01-30","","http://www.znatoki.lv/portal/?cat=4",NA,NA
"4157","Синхрон Кубка Сигулды","","Синхронный турнир Кубка Сигулды 2017","2017-01-21 17:00:00","2017-01-25 17:00:00","3","12","","36","Синхрон","5","3","Студенческая команда, все участники которой младше 24 лет. ","2017-01-24","","",NA,NA
"3908","Киевские кручи. Январь","","Международный синхронный турнир ""Киевские кручи. Январь""","2017-01-20 18:45:00","2017-01-24 18:45:00","3","14","","42","Синхрон","8","4","с молодежных команд. Школьные команды играют бесплатно","2017-01-20","","http://kiev-kru-chgk.livejournal.com/",NA,NA
"4095","Азовский бриз","","""VIII международный синхронный турнир ""Азовский бриз""","2017-01-20 16:00:00","2017-01-24 16:00:00","4","12","","48","Синхрон","6",NA,"","2017-01-24","","http://ab-chgk.livejournal.com",NA,NA
"4010","Кубок Огненного Петуха","","Синхронный турнир ""Кубок Огненного Петуха""","2017-01-13 19:00:00","2017-01-17 19:00:00","3","13","","39","Синхрон","390",NA,"","2017-01-17","","",NA,NA
"3929","Серия Premier. Громокипящий кубок","","Серия Premier. Громокипящий кубок — 2017","2017-01-06 20:00:00","2017-01-10 20:00:00","3","12","","36","Синхрон","7","450","","2017-01-08","","",NA,NA
"3946","Синхрон-lite 5","","Синхрон-lite. Выпуск V","2016-12-23 18:45:00","2016-12-27 18:45:00","3","12","","36","Синхрон","4",NA,"школьные команды","2016-12-23","","",NA,NA
"4017","ЗЫЧЪ","","ЗЫЧЪ-синхрон","2016-12-16 18:00:00","2016-12-20 18:00:00","3","12","","36","Синхрон","7",NA,"","2016-12-19","","",NA,NA
"4044","Зеркало фестиваля ""Гостиный Двор""","","Зеркало фестиваля ""Гостиный Двор - 2016""","2016-12-09 19:30:00","2016-12-13 19:30:00","3","12","","36","Синхрон","360",NA,"","2016-12-12","","",NA,NA
"3972","13-й воин","","Международный синхронный турнир «13-й воин»","2016-12-09 19:00:00","2016-12-13 19:00:00","3","13","","39","Синхрон","300","150","школьные команды","2016-12-13","","",NA,NA
"4028","За Перекрёстком","","Международный синхронный турнир ""За Перекрёстком - 2016""","2016-11-25 18:45:00","2016-11-29 18:45:00","3","14","","42","Синхрон","6","4","молодежные команды (все игроки родились не ранее 1 сентября 1993 года)","2016-11-26","","",NA,NA
"4020","На Перекрёстке","","""На Перекрёстке-2016""","2016-11-19 15:30:00","2016-11-23 15:30:00","3","15","","45","Синхрон","6","4","для молодёжных команд","2016-11-20","","",NA,NA
"3907","Киевские кручи. Ноябрь","","Международный синхронный турнир ""Киевские кручи. Ноябрь""","2016-11-11 18:45:00","2016-11-15 18:45:00","3","14","","42","Синхрон","8","4","с молодежных команд. Школьные команды играют бесплатно","2016-11-14","","http://kiev-kru-chgk.livejournal.com/",NA,NA
"4015","Синхрон Кубка Европы","","Синхрон XII Кубка Европы среди студенческих команд","2016-11-05 19:00:00","2016-11-09 19:00:00","3","12","","36","Синхрон","8","0","Школьные команды","2016-11-07","","https://docs.google.com/document/d/1GaqtxCTjr8rrmBpeP0yvb41a1r6Lhn8aJ2Mm48oS7os",NA,NA
"4024","Чемпионат Санкт-Петербурга. Первая лига","Санкт-Петербург","XVIII чемпионат Санкт-Петербурга по игре ""Что? Где? Когда?"". Первая лига","2016-10-02 12:00:00","2016-11-05 15:00:00","10","15","","150","Обычный","1800","1500","Для команд высшей лиги","","","",NA,NA
"3834","Кубок 25-летия Независимости Туркменистана","","Кубок 25-летия Независимости Туркменистана","2016-10-28 20:00:00","2016-11-01 20:00:00","3","12","","36","Синхрон","5","0","Школьные команды","2016-10-26","","",NA,NA
"4011","Вавилонский колодец","","Синхронный турнир ""Вавилонский колодец""","2016-10-28 14:00:00","2016-11-01 14:00:00","3","15","12;12;13","37","Синхрон","7","0","","2016-11-01","","",NA,NA
"3941","Синхрон-lite 4","","Синхрон-lite. Выпуск IV","2016-10-21 18:45:00","2016-10-25 18:45:00","3","12","","36","Синхрон","4","0","школьные команды","2016-10-21","","",NA,NA
"3775","Балтийский берег. 1 игра","","Международный синхронный турнир Балтийский Берег - 2016/2017 - 1 игра","2016-10-14 19:05:00","2016-10-18 19:00:00","3","12","","36","Синхрон","2","200","Максимальная плата, которая взимается с игровой площадки за все пять игр Турнира, равна 200 EUR. От уплаты турнирного взноса освобождены команды, в составе которых будут принимать участие авторы вопросов, победившие на финальной игре в составе ""Сборной клубов"": http://chgk-bb.livejournal.com/106519.html","2016-10-16","","http://www.znatoki.lv/portal/?cat=4",NA,NA
"3998","Большая Одесса","","Международный синхронный турнир ""Большая Одесса""","2016-10-14 17:00:00","2016-10-18 17:00:00","3","12","","36","Синхрон","5","0","","2016-10-18","","",NA,NA
"3879","MGIMO-International - синхрон","","Синхронный турнир MGIMO-International ","2016-10-07 18:00:00","2016-10-11 18:00:00","3","12","","36","Синхрон","6.5","0","","2016-10-10","","",NA,NA
"3781","Кубок провинций","","Международный синхронный турнир ""Кубок Провинций - 2016"" ","2016-10-07 12:00:00","2016-10-11 02:00:00","3","14","","42","Синхрон","0","0","","2016-10-07","","http://province.chgk.info/16/",NA,NA
"3959","Реутовское зеркало","","Зеркало VI Открытого чемпионата г.Реутов","2016-10-01 10:00:00","2016-10-04 23:00:00","4","10","","40","Синхрон","500","250","Студенческие команды, школьные команды бесплатно","2016-09-30","","",NA,NA
"3906","Киевские кручи. Сентябрь","","Международный синхронный турнир ""Киевские кручи. Сентябрь""","2016-09-23 18:45:00","2016-09-27 18:45:00","3","14","","42","Синхрон","8","4","с молодежных команд - 4 доллара, школьные команды играют бесплатно","2016-09-23","","http://kiev-kru-chgk.livejournal.com/",NA,NA
"3899","Синхрон-lite 3","","Синхрон-lite","2016-09-16 18:45:00","2016-09-20 18:45:00","3","12","","36","Синхрон","4","0","школьные команды","2016-09-18","","",NA,NA
"3939","Синхронный Национальный кубок Украины","","Синхронный Национальный кубок Украины","2016-08-26 18:00:00","2016-08-30 18:00:00","3","12","","36","Синхрон","6","0","","2016-08-25","","http://luk.org.ua/",NA,NA
"3954","Зеркало ""Летних зорь""","","Синхронный турнир на вопросах лагеря ""Летние зори""","2016-08-20 18:00:00","2016-08-24 18:00:00","3","15","","45","Синхрон","400","0","","2016-08-23","","",NA,NA
"3714","&","","Синхронный турнир ""&"" (""Амперсанд""). Лён и дерево","2016-08-12 19:00:00","2016-08-16 19:00:00","4","10","","40","Синхрон","0","0","","2016-08-12","","",NA,NA
"3903","Зеркало Кубка Евразии","","Синхронный турнир по спортивному «Что? Где? Когда?» «Зеркало Кубка Евразии - 2016» ","2016-07-28 19:00:00","2016-08-01 19:00:00","3","15","","45","Синхрон","6","0","Школьные команды играют бесплатно","2016-07-31","","https://docs.google.com/document/d/1_99Boi6EyWMlnWBSWxOKr8NJy-faA7HwdVItOIaJvVU/edit#",NA,NA
"3658","Owl right","","Синхронный турнир ""Owl right""","2016-05-20 18:05:00","2016-05-24 18:05:00","3","15","","45","Синхрон","360","0","Школьные команды","2016-05-22","","",NA,NA
"3726","16 лет. Полёт нормальный.","","16 лет. Полёт нормальный.","2016-05-07 19:00:00","2016-05-11 19:00:00","3","15","","45","Синхрон","8","6","На площадке отыграло не менее 10 команд. Площадка принимала участие в отыгрыше синхрона ""15 лет полёт нормальный""","2016-05-06","","http://www.aerobrain.ru/",NA,NA
"3379","Серия MASTERS. Синхрон Матвеева","","Международный синхронный турнир ""Синхрон Мишеля Матвеева""","2016-03-18 19:00:00","2016-03-22 19:00:00","3","15","","45","Синхрон","8","0","","2016-03-21","","",NA,NA
"3648","Знатокиада. Эпиграф","","Знатокиада 2016. Эпиграф","2016-03-11 19:00:00","2016-03-15 19:00:00","3","15","","45","Синхрон","8","0","","2016-03-18","","",NA,NA
"3458","ОВСЧ. 4 тур","","XIII Открытый всероссийский синхронный чемпионат. 4 тур","2015-12-11 20:00:00","2015-12-15 20:00:00","3","12","","36","Синхрон","2","0","если ранее город Представительства не принимал участие в ОВСЧ; 120$ от Представительства за весь Чемпионат.","2015-12-09","","http://ovsch.livejournal.com",NA,NA
"3372","Серия MASTERS. Синхрон Коробейникова","","Международный синхронный турнир ""Серия MASTERS. Синхрон Коробейникова"".","2015-12-11 19:00:00","2015-12-15 19:00:00","3","15","","45","Синхрон","8","400","при оплате на сайте sinhron.info","2015-12-13","","",NA,NA
"3535","Семь сорок","","III Международный синхронный турнир ""Семь сорок""","2015-12-04 18:00:00","2015-12-08 18:00:00","3","12","","36","Синхрон","6","0","","2015-12-04","","",NA,NA
"3411","Серия Гран-при. 3 этап","","Серия Гран-при 2015/16. 3 этап (также известный как Гран-при Израиля)","2015-11-21 00:05:00","2015-11-24 23:55:00","3","15","","45","Синхрон","6.5","360","оплата до 29 ноября включительно","2015-11-22","","",NA,NA
"3457","ОВСЧ. 3 тур","","XIII Открытый Всероссийский синхронный чемпионат. 3 тур","2015-11-20 20:00:00","2015-11-24 20:00:00","3","12","","36","Синхрон","2","0","если ранее город Представительства не принимал участие в ОВСЧ; 120$ от Представительства за весь Чемпионат.","2015-11-18","","http://ovsch.livejournal.com",NA,NA
"3512","Гамбургский счёт. Осень","","Гамбургский счёт. Осень","2015-11-21 13:00:00","2015-11-21 16:00:00","3","15","","45","Строго синхронный","10","0","","2015-11-20","","http://online-fest.livejournal.com/",NA,NA
"3383","Синхрон Моносова","","Синхрон Моносова","2015-11-13 19:00:00","2015-11-17 19:00:00","3","15","","45","Синхрон","8","0","для школьных команд","2015-11-15","","",NA,NA
"3638","Чемпионат Санкт-Петербурга. Первая лига","Санкт-Петербург","Чемпионат СПб. Первая лига","2015-10-04 00:00:00","2015-11-01 00:00:00","1","1","","1","Обычный","0","0","","","","",NA,NA
"3451","ОВСЧ. 2 тур","","XIII Открытый Всероссийский синхронный чемпионат. 2 тур","2015-10-23 20:00:00","2015-10-27 20:00:00","3","12","","36","Синхрон","2","0","если ранее город Представительства не принимал участие в ОВСЧ; 120$ от Представительства за весь Чемпионат.","2015-10-21","","http://ovsch.livejournal.com",NA,NA
"3346","Синхронокластический инфундибулум","","Синхронокластический инфундибулум","2015-10-23 20:00:00","2015-10-27 20:00:00","3","15","","45","Синхрон","8","0","Школьные ккоманды","2015-10-25","","",NA,NA
"3481","Вопросы категории Б. Этап 1.","","Вопросы категории Б. Сезон 2015-2016. Этап 1. ХРU.","2015-09-27 06:00:00","2015-09-30 23:00:00","2","18","","36","Синхрон","6","3","Студенты. Школьники - бесплатно.","2015-09-27","","",NA,NA
"3450","ОВСЧ. 1 тур","","XIII Открытый Всероссийский синхронный чемпионат. 1 тур","2015-09-25 20:00:00","2015-09-29 20:00:00","3","12","","36","Синхрон","2","0","если ранее город Представительства не принимал участие в ОВСЧ; 120$ от Представительства за весь Чемпионат.","2015-09-23","","http://ovsch.livejournal.com",NA,NA
"3352","Geek-ЧГК","","Geek-ЧГК","2015-06-05 19:00:00","2015-06-09 19:00:00","3","12","","36","Синхрон","0","0","","2015-06-04","","http://vk.com/event93674183",NA,NA
"3272","Гамбургский счёт. Лето","","Гамбургский счёт 2014-2015. Лето","2015-05-30 13:00:00","2015-05-30 13:00:00","3","15","","45","Строго синхронный","10","0","","2015-05-30","","http://online-fest.livejournal.com/",NA,NA
"3266","Букет Молдавии. Кубок дружбы","","Синхронный турнир ""Знатокиада 2015. Букет Молдавии. Кубок Дружбы""","2015-05-22 19:00:00","2015-05-26 19:00:00","3","15","","45","Синхрон","8","0","","2015-05-25","","http://znatokiada.livejournal.com/",NA,NA
"4817","Играют только дамы","","Играют только дамы - фирменный ""женский"" турнир","2018-03-03 14:00:00","2018-03-07 14:00:00","3","12","","36","Синхрон","4","2","Команды, в составе которых играют только дамы","2018-03-06","","",NA,NA
"4722","Синхрон Мемориала Дмитрия Коноваленко","","Синхрон Мемориала Дмитрия Коноваленко 2018","2018-02-16 19:00:00","2018-02-20 19:00:00","3","12","","36","Синхрон","8",NA,"","2018-02-20","","",NA,NA
